transaction_id,user_id,upi_id,device_id,device_type,os_version,app,transaction_type,merchant,receiver_upi,amount,transaction_datetime,hour,day_of_week,location,login_attempts,time_spent_on_app,past_day_transactions,past_week_transactions,status,is_fraud
TR00001408,user_422,26d275fe@okaxis,device_136,iOS,16,BHIM,Bill Payment,BSES,,2790.15,2025-07-17 14:39:56.492040,14,3,Location_5,1,141.96,1,1,SUCCESS,0
TR00002767,user_294,85fe47c1@yesbank,device_230,iOS,17,WhatsApp Pay,P2M,Myntra,,899.53,2025-08-26 08:44:56.492040,8,1,Location_1,1,110.69,2,7,SUCCESS,0
TR00006084,user_193,78a304e4@okicici,device_567,iOS,15,Google Pay,E-commerce,Amazon,,4447.38,2025-08-28 18:16:56.492040,18,3,Location_5,1,217.92,1,11,SUCCESS,0
TR00002782,user_29,aa51daac@yesbank,device_8,iOS,15,Paytm,Recharge,Airtel,,349.0,2025-07-17 04:01:56.492040,4,3,Location_2,1,174.99,1,2,SUCCESS,0
TR00005256,user_96,fb0a2513@okicici,device_624,iOS,15,BHIM,P2M,Amazon,,6806.17,2025-04-23 16:22:56.492040,16,2,Location_1,1,83.27,0,10,SUCCESS,0
TR00002682,user_288,8b3b4b61@okhdfc,device_520,iOS,16,WhatsApp Pay,E-commerce,Movie Tickets,,3023.16,2025-09-06 08:31:56.492040,8,5,Location_5,2,61.69,3,11,SUCCESS,0
TR00004663,user_119,509a6834@oksbi,device_807,Android,11,BHIM,P2P,,f39940a7@okhdfc,3915.09,2025-09-24 20:44:56.492040,20,2,Location_19,1,230.16,3,4,SUCCESS,0
TR00005744,user_530,143b25c4@oksbi,device_389,iOS,15,PhonePe,Recharge,BigBasket,,999.0,2025-05-12 16:01:56.492040,16,0,Location_2,2,203.73,0,2,SUCCESS,0
TR00005849,user_340,92a3c585@okicici,device_925,Android,11,Google Pay,Bill Payment,Swiggy,,2693.14,2025-06-21 08:29:56.492040,8,5,Location_5,3,75.72,2,3,SUCCESS,0
TR00004908,user_185,219dbaf1@yesbank,device_867,Android,10,Paytm,E-commerce,Swiggy,,6479.53,2025-10-08 09:03:56.492040,9,2,Location_3,1,101.84,1,4,FAILURE,0
TR00006363,user_415,5eb89ccd@okaxis,device_377,Android,12,Paytm,E-commerce,Myntra,,4618.74,2025-09-04 03:01:56.492040,3,3,Location_1,1,274.61,2,3,SUCCESS,0
TR00007861,user_336,692d2007@okhdfc,device_969,Android,10,PhonePe,Bill Payment,BSES,,1048.86,2025-07-30 11:51:56.492040,11,2,Location_18,1,31.47,1,5,SUCCESS,0
TR00007447,user_220,868d5a56@yesbank,device_747,iOS,17,PhonePe,Recharge,Jio,,499.0,2025-09-23 04:44:56.492040,4,1,Location_1,1,137.93,0,3,SUCCESS,0
TR00004537,user_21,e769ea64@oksbi,device_908,iOS,17,WhatsApp Pay,E-commerce,BSES,,7103.96,2025-05-19 18:35:56.492040,18,0,Location_16,1,30.31,2,4,SUCCESS,0
TR00000532,user_323,6fb6ee5f@oksbi,device_310,Android,11,BHIM,Recharge,Airtel,,399.0,2025-08-22 20:24:56.492040,20,4,Location_1,1,245.56,2,2,SUCCESS,0
TR00001693,user_247,0e8afc28@okhdfc,device_350,iOS,16,Amazon Pay,P2M,Airtel,,8774.03,2025-07-19 17:08:56.492040,17,5,Location_1,1,201.72,2,8,SUCCESS,0
TR00002287,user_275,ad8e6acc@yesbank,device_855,Android,11,PhonePe,P2M,Amazon,,5637.38,2025-09-28 18:51:56.492040,18,6,Location_5,1,145.33,1,4,SUCCESS,0
TR00006535,user_600,3d05ea6c@okhdfc,device_982,Android,13,BHIM,P2M,Airtel,,6415.58,2025-07-29 23:23:56.492040,23,1,Location_3,1,202.94,0,6,SUCCESS,0
TR00007453,user_207,eaeb9a9b@okaxis,device_668,Android,10,Amazon Pay,P2P,,000ef5aa@oksbi,1820.43,2025-09-28 07:06:56.492040,7,6,Location_3,1,128.49,2,10,SUCCESS,0
TR00008635,user_1834,m309@yesbank,device_8671,iOS,17,Google Pay,P2P,,c497@okaxis,30128.27,2025-05-18 22:55:56.492040,22,6,Location_21,9,25.83,2,11,SUCCESS,1
TR00000948,user_241,d8788188@oksbi,device_132,iOS,16,PhonePe,E-commerce,Zomato,,624.58,2025-06-20 02:25:56.492040,2,4,Location_10,1,100.68,3,7,SUCCESS,0
TR00003510,user_601,74ab6f1a@yesbank,device_389,iOS,16,BHIM,Bill Payment,Jio,,2997.47,2025-09-09 18:31:56.492040,18,1,Location_1,2,282.84,1,9,SUCCESS,0
TR00003721,user_677,d333405d@okicici,device_949,Android,12,PhonePe,P2P,,60d613b3@okicici,2470.5,2025-06-12 04:37:56.492040,4,3,Location_2,1,282.28,2,5,SUCCESS,0
TR00005244,user_210,84f41330@yesbank,device_777,iOS,17,PhonePe,P2P,,0b75a1bc@yesbank,1093.91,2025-08-31 13:23:56.492040,13,6,Location_5,1,218.55,0,9,SUCCESS,0
TR00000388,user_590,bfe910db@okicici,device_623,Android,13,Paytm,Recharge,Jio,,499.0,2025-08-24 23:20:56.492040,23,6,Location_2,1,222.42,1,1,FAILURE,0
TR00001580,user_568,e793401e@oksbi,device_468,Android,10,Google Pay,P2M,Jio,,5340.1,2025-06-09 07:59:56.492040,7,0,Location_3,1,194.39,1,5,SUCCESS,0
TR00007640,user_161,908de066@yesbank,device_224,Android,12,WhatsApp Pay,Recharge,Zomato,,699.0,2025-09-26 06:11:56.492040,6,4,Location_2,1,124.23,1,9,SUCCESS,0
TR00009893,user_8939,b602@yesbank,device_7803,iOS,17,WhatsApp Pay,Recharge,Zomato,,8.37,2025-05-23 23:23:56.492040,23,4,Location_56,1,89.87,6,8,FAILURE,1
TR00001726,user_609,72b40d92@oksbi,device_519,Android,12,PhonePe,P2M,Jio,,5502.21,2025-05-28 21:21:56.492040,21,2,Location_8,3,205.72,2,3,SUCCESS,0
TR00004641,user_164,450ec3e6@okicici,device_641,Android,13,Paytm,Recharge,Movie Tickets,,349.0,2025-05-19 14:43:56.492040,14,0,Location_5,1,78.17,0,3,SUCCESS,0
TR00009230,user_2735,w686@oksbi,device_9272,iOS,15,Google Pay,Bill Payment,TATA Power,,4.47,2025-09-08 23:37:56.492040,23,0,Location_97,10,20.98,7,8,SUCCESS,1
TR00004585,user_445,63c76398@okicici,device_680,Android,13,PhonePe,P2P,,e450ff68@okaxis,2980.44,2025-04-25 12:38:56.492040,12,4,Location_3,1,279.34,3,9,SUCCESS,0
TR00009873,user_1056,g998@yesbank,device_7945,Android,10,WhatsApp Pay,Recharge,TATA Power,,7.09,2025-07-10 23:01:56.492040,23,3,Location_44,3,21.4,16,23,FAILURE,1
TR00007038,user_27,c0474b77@yesbank,device_527,Android,11,BHIM,E-commerce,Flipkart,,5434.58,2025-05-08 01:56:56.492040,1,3,Location_1,1,177.41,3,9,SUCCESS,0
TR00002983,user_37,75678f90@okaxis,device_788,iOS,15,Google Pay,P2P,,16e807d8@yesbank,4146.87,2025-06-13 09:52:56.492040,9,4,Location_1,1,187.19,0,4,SUCCESS,0
TR00001331,user_511,e326e246@okaxis,device_927,iOS,15,PhonePe,P2P,,8c8400be@okicici,4329.52,2025-05-15 21:55:56.492040,21,3,Location_1,1,200.61,3,12,SUCCESS,0
TR00007341,user_403,a342897f@yesbank,device_38,iOS,15,Google Pay,P2P,,9eaa6a0a@okicici,557.27,2025-08-17 02:25:56.492040,2,6,Location_3,3,63.64,3,3,SUCCESS,0
TR00004679,user_619,8324cc8a@yesbank,device_731,Android,12,Paytm,Recharge,TATA Power,,249.0,2025-08-05 14:54:56.492040,14,1,Location_14,1,122.25,0,2,SUCCESS,0
TR00000434,user_684,e3a03ea4@oksbi,device_363,iOS,16,BHIM,Bill Payment,Movie Tickets,,1555.44,2025-08-30 17:52:56.492040,17,5,Location_5,1,54.36,3,3,SUCCESS,0
TR00001248,user_256,13ba193b@oksbi,device_681,iOS,15,PhonePe,P2P,,6ac06ef5@oksbi,2059.4,2025-06-17 00:58:56.492040,0,1,Location_4,1,294.37,1,7,SUCCESS,0
TR00000986,user_28,b8c0e095@okicici,device_160,iOS,15,WhatsApp Pay,E-commerce,Jio,,2546.97,2025-07-28 09:36:56.492040,9,0,Location_1,1,263.92,2,12,SUCCESS,0
TR00006680,user_294,85fe47c1@okaxis,device_499,iOS,17,PhonePe,Recharge,Flipkart,,399.0,2025-07-13 04:04:56.492040,4,6,Location_2,1,217.63,3,13,SUCCESS,0
TR00005514,user_377,c5313fdb@yesbank,device_775,iOS,17,PhonePe,P2P,,a5fee23d@okicici,3655.63,2025-07-17 20:27:56.492040,20,3,Location_3,1,170.05,2,2,SUCCESS,0
TR00000569,user_6,1ab162d0@okhdfc,device_763,Android,10,Paytm,Bill Payment,Airtel,,2053.46,2025-09-08 11:52:56.492040,11,0,Location_3,1,284.64,2,11,SUCCESS,0
TR00006065,user_19,85975100@oksbi,device_315,iOS,15,WhatsApp Pay,Bill Payment,Myntra,,2803.06,2025-09-10 10:11:56.492040,10,2,Location_9,1,280.99,3,5,SUCCESS,0
TR00000171,user_557,7f65f5e9@yesbank,device_205,iOS,16,Amazon Pay,Bill Payment,Flipkart,,633.09,2025-06-18 13:59:56.492040,13,2,Location_4,1,221.66,3,6,SUCCESS,0
TR00002693,user_156,4395f660@oksbi,device_328,Android,10,Google Pay,Recharge,Zomato,,399.0,2025-07-16 18:04:56.492040,18,2,Location_1,1,257.97,3,7,FAILURE,0
TR00009989,user_4776,s298@okicici,device_928,Android,10,Google Pay,E-commerce,Flipkart,,47710.0,2025-07-14 17:08:56.492040,17,0,Location_33,5,15.16,16,25,SUCCESS,1
TR00004057,user_290,12479ebd@oksbi,device_399,Android,10,Amazon Pay,Bill Payment,Myntra,,2947.69,2025-08-06 12:49:56.492040,12,2,Location_2,1,218.63,2,10,SUCCESS,0
TR00004130,user_409,ec9c668f@oksbi,device_265,iOS,15,PhonePe,P2M,Myntra,,7560.47,2025-10-09 19:42:56.492040,19,3,Location_2,1,103.8,0,1,SUCCESS,0
TR00002000,user_413,2cee2892@okicici,device_981,Android,10,PhonePe,Recharge,Airtel,,399.0,2025-09-13 04:50:56.492040,4,5,Location_4,1,85.31,1,2,SUCCESS,0
TR00003747,user_499,54091d4c@okaxis,device_65,iOS,16,BHIM,Bill Payment,Airtel,,1764.85,2025-05-17 00:13:56.492040,0,5,Location_2,2,39.48,0,7,SUCCESS,0
TR00001086,user_19,85975100@okhdfc,device_634,iOS,15,Amazon Pay,E-commerce,Movie Tickets,,8552.07,2025-09-21 08:58:56.492040,8,6,Location_3,1,156.31,2,12,SUCCESS,0
TR00009991,user_5704,v409@okicici,device_8156,iOS,15,BHIM,E-commerce,Myntra,,3.09,2025-06-29 03:27:56.492040,3,6,Location_76,8,24.49,0,10,SUCCESS,1
TR00003416,user_314,ea6c2bb5@okicici,device_115,Android,10,BHIM,E-commerce,Zomato,,3426.98,2025-04-28 11:07:56.492040,11,0,Location_5,1,96.62,0,2,SUCCESS,0
TR00005536,user_600,3d05ea6c@yesbank,device_299,Android,10,Google Pay,P2M,Flipkart,,5734.13,2025-09-19 08:30:56.492040,8,4,Location_2,1,148.37,3,7,SUCCESS,0
TR00001538,user_56,873df3bd@okhdfc,device_859,Android,14,Paytm,E-commerce,BSES,,661.36,2025-09-11 18:47:56.492040,18,3,Location_2,1,112.09,0,5,SUCCESS,0
TR00001162,user_642,ba9ab6b4@okicici,device_15,Android,13,Amazon Pay,Recharge,Zomato,,499.0,2025-06-19 08:19:56.492040,8,3,Location_2,1,228.03,3,11,SUCCESS,0
TR00000036,user_543,76cd692f@okicici,device_900,iOS,16,Paytm,P2M,Flipkart,,4933.24,2025-08-22 01:23:56.492040,1,4,Location_1,1,93.28,2,2,FAILURE,0
TR00007751,user_685,99bee1cd@okicici,device_4,iOS,17,Amazon Pay,Recharge,Jio,,299.0,2025-06-27 21:41:56.492040,21,4,Location_2,1,80.52,3,13,SUCCESS,0
TR00007672,user_249,ebf8dd0b@oksbi,device_954,iOS,17,Amazon Pay,P2M,BSES,,7663.94,2025-06-03 09:59:56.492040,9,1,Location_5,1,67.24,0,4,SUCCESS,0
TR00005497,user_105,f6e978f2@yesbank,device_973,iOS,16,BHIM,P2P,,08965aed@okicici,2781.79,2025-06-25 13:46:56.492040,13,2,Location_1,1,170.83,0,8,SUCCESS,0
TR00009207,user_4350,k196@yesbank,device_7881,iOS,17,Paytm,Recharge,Jio,,8.26,2025-07-15 00:34:56.492040,0,1,Location_58,1,9.59,10,16,FAILURE,1
TR00002551,user_266,894f53ba@okhdfc,device_273,iOS,16,Google Pay,E-commerce,BigBasket,,3771.76,2025-07-08 19:22:56.492040,19,1,Location_13,1,289.37,3,13,SUCCESS,0
TR00008561,user_5511,n714@yesbank,device_6460,Android,10,PhonePe,P2P,,v398@okaxis,30314.0,2025-06-22 23:47:56.492040,23,6,Location_97,7,10.84,20,30,FAILURE,1
TR00003326,user_480,5d4abbbe@yesbank,device_842,Android,10,PhonePe,Recharge,Reliance Digital,,499.0,2025-10-08 16:32:56.492040,16,2,Location_4,1,231.59,3,10,SUCCESS,0
TR00008656,user_1938,d529@okaxis,device_4721,iOS,15,Google Pay,E-commerce,Swiggy,,36917.68,2025-09-27 18:58:56.492040,18,5,Location_72,5,8.85,3,13,FAILURE,1
TR00002901,user_792,9e8bba9a@okhdfc,device_811,iOS,17,BHIM,P2M,Jio,,9765.33,2025-10-08 07:05:56.492040,7,2,Location_5,1,117.53,3,13,SUCCESS,0
TR00000685,user_493,756ecd8e@oksbi,device_428,iOS,17,BHIM,P2M,Reliance Digital,,4452.98,2025-06-09 21:36:56.492040,21,0,Location_6,2,229.12,0,7,SUCCESS,0
TR00005501,user_50,9624b6e6@yesbank,device_735,Android,10,Google Pay,P2P,,b129b9de@okicici,3275.08,2025-06-15 04:29:56.492040,4,6,Location_4,1,147.64,3,5,SUCCESS,0
TR00005768,user_627,4fb90fc3@oksbi,device_769,iOS,15,Paytm,P2M,Airtel,,3746.34,2025-08-08 17:31:56.492040,17,4,Location_5,1,51.91,3,6,SUCCESS,0
TR00001209,user_64,f992746b@oksbi,device_943,iOS,17,Amazon Pay,Recharge,BigBasket,,499.0,2025-07-03 13:23:56.492040,13,3,Location_4,1,52.64,0,1,SUCCESS,0
TR00001133,user_367,6854be36@okicici,device_510,iOS,15,PhonePe,Bill Payment,Airtel,,543.89,2025-05-14 21:13:56.492040,21,2,Location_1,1,284.87,3,4,SUCCESS,0
TR00003378,user_140,61d7267f@oksbi,device_13,Android,10,BHIM,Recharge,TATA Power,,299.0,2025-07-25 12:41:56.492040,12,4,Location_5,1,284.59,3,13,SUCCESS,0
TR00005850,user_12,afdab7ac@okicici,device_811,iOS,17,Amazon Pay,Bill Payment,Zomato,,2524.81,2025-08-01 19:13:56.492040,19,4,Location_1,1,140.51,1,1,FAILURE,0
TR00007306,user_2,15e1576a@okicici,device_138,iOS,17,PhonePe,P2M,Airtel,,294.7,2025-06-14 06:26:56.492040,6,5,Location_4,1,60.63,3,11,SUCCESS,0
TR00008388,user_5906,y633@okicici,device_3921,iOS,16,Amazon Pay,Recharge,Reliance Digital,,3.73,2025-08-01 22:10:56.492040,22,4,Location_61,1,19.88,8,14,FAILURE,1
TR00008415,user_9724,w383@okicici,device_3964,Android,13,Paytm,P2M,Reliance Digital,,4.38,2025-04-22 23:02:56.492040,23,1,Location_100,1,270.16,12,21,SUCCESS,1
TR00004915,user_345,1fc63dfe@yesbank,device_747,Android,14,Google Pay,E-commerce,Zomato,,4730.73,2025-06-10 23:16:56.492040,23,1,Location_2,1,277.35,1,8,SUCCESS,0
TR00008716,user_8424,v479@okicici,device_7681,Android,12,Amazon Pay,E-commerce,Jio,,28699.56,2025-04-20 21:29:56.492040,21,6,Location_99,10,17.16,16,18,FAILURE,1
TR00008274,user_2689,n174@okaxis,device_8115,Android,11,Amazon Pay,P2M,Myntra,,28216.47,2025-07-13 22:49:56.492040,22,6,Location_100,9,5.2,2,3,SUCCESS,1
TR00008549,user_8933,z706@okaxis,device_8648,iOS,17,Paytm,Recharge,Reliance Digital,,1.36,2025-06-27 09:26:56.492040,9,4,Location_40,8,253.71,6,14,FAILURE,1
TR00006976,user_525,e6ebb15d@yesbank,device_336,Android,10,WhatsApp Pay,P2P,,8a2cd1cd@okicici,4333.92,2025-05-24 01:40:56.492040,1,5,Location_2,2,52.24,2,8,SUCCESS,0
TR00000521,user_127,2abc2846@okaxis,device_706,iOS,16,Amazon Pay,P2P,,6873c24c@oksbi,2356.9,2025-06-06 17:35:56.492040,17,4,Location_5,1,187.79,1,3,SUCCESS,0
TR00002433,user_445,63c76398@okicici,device_783,iOS,15,BHIM,Recharge,Movie Tickets,,199.0,2025-07-12 23:07:56.492040,23,5,Location_1,1,116.33,2,8,SUCCESS,0
TR00008058,user_8781,m124@oksbi,device_4587,Android,13,WhatsApp Pay,P2P,,b220@yesbank,40493.05,2025-05-29 15:58:56.492040,15,3,Location_69,1,296.81,8,18,FAILURE,1
TR00006092,user_15,ce11f5ec@okicici,device_187,iOS,16,Google Pay,P2P,,570891f2@okicici,471.88,2025-07-23 12:37:56.492040,12,2,Location_2,1,176.52,2,11,SUCCESS,0
TR00003890,user_652,d66fa1ac@okhdfc,device_583,Android,10,Amazon Pay,P2M,Flipkart,,4793.61,2025-10-08 01:25:56.492040,1,2,Location_4,1,108.8,3,4,SUCCESS,0
TR00004024,user_188,73f00e1a@okicici,device_137,Android,12,WhatsApp Pay,P2P,,b63c5e50@okaxis,4144.59,2025-07-04 01:50:56.492040,1,4,Location_3,1,121.63,2,9,SUCCESS,0
TR00003332,user_318,c48dadae@okhdfc,device_79,Android,10,PhonePe,Bill Payment,TATA Power,,613.72,2025-08-02 15:06:56.492040,15,5,Location_2,1,233.27,2,10,SUCCESS,0
TR00001802,user_793,96f5a603@okicici,device_285,Android,10,PhonePe,P2M,Amazon,,1598.49,2025-07-11 06:45:56.492040,6,4,Location_2,1,250.58,3,7,SUCCESS,0
TR00002402,user_243,743cee13@yesbank,device_699,Android,10,Amazon Pay,P2M,Flipkart,,3353.15,2025-04-20 00:37:56.492040,0,6,Location_10,1,255.28,2,11,SUCCESS,0
TR00004168,user_267,2eda0d69@okicici,device_156,Android,11,WhatsApp Pay,P2P,,c8f155f7@yesbank,415.34,2025-09-26 13:53:56.492040,13,4,Location_1,1,85.67,1,3,FAILURE,0
TR00008020,user_1776,e320@okaxis,device_2726,iOS,17,Paytm,P2P,,i254@okaxis,9.19,2025-09-26 23:31:56.492040,23,4,Location_88,10,85.04,11,11,FAILURE,1
TR00001327,user_165,6be56934@oksbi,device_983,iOS,16,WhatsApp Pay,P2M,Myntra,,4481.49,2025-05-13 10:51:56.492040,10,1,Location_1,1,293.59,0,5,SUCCESS,0
TR00000528,user_660,46c247fc@okicici,device_753,Android,13,WhatsApp Pay,Bill Payment,Flipkart,,1048.07,2025-09-16 10:14:56.492040,10,1,Location_2,1,134.12,0,3,SUCCESS,0
TR00009437,user_262,u566@okhdfc,device_2926,iOS,17,Amazon Pay,P2M,Flipkart,,1.0,2025-09-23 15:16:56.492040,15,1,Location_33,1,28.93,1,9,SUCCESS,1
TR00007558,user_203,d88323a8@oksbi,device_497,iOS,15,PhonePe,P2P,,90790c9e@okicici,3746.98,2025-07-03 23:02:56.492040,23,3,Location_3,1,115.47,0,9,SUCCESS,0
TR00008740,user_5668,o952@okaxis,device_1808,Android,12,Paytm,Recharge,Myntra,,13534.51,2025-08-22 03:07:56.492040,3,4,Location_26,9,13.18,3,7,FAILURE,1
TR00005884,user_135,6855d4f4@okicici,device_466,Android,12,Google Pay,Recharge,Myntra,,499.0,2025-05-24 10:07:56.492040,10,5,Location_4,1,190.18,3,13,SUCCESS,0
TR00006070,user_565,3ca5a04e@okhdfc,device_817,iOS,15,Paytm,Recharge,Reliance Digital,,199.0,2025-06-09 19:28:56.492040,19,0,Location_14,1,172.48,1,4,SUCCESS,0
TR00009852,user_2091,d310@okaxis,device_8998,Android,10,Google Pay,Recharge,Airtel,,6.75,2025-08-26 03:58:56.492040,3,1,Location_93,1,42.62,9,10,FAILURE,1
TR00002225,user_626,54212eec@okaxis,device_926,iOS,17,Paytm,P2M,Reliance Digital,,7783.7,2025-07-29 14:26:56.492040,14,1,Location_5,1,245.76,2,3,SUCCESS,0
TR00004162,user_65,fcca7cad@okicici,device_996,Android,11,Paytm,Bill Payment,Myntra,,974.15,2025-10-17 04:11:56.492040,4,4,Location_15,1,294.78,3,12,SUCCESS,0
TR00005040,user_544,9b5ee119@yesbank,device_914,Android,10,WhatsApp Pay,E-commerce,Zomato,,3255.52,2025-05-22 07:33:56.492040,7,3,Location_1,1,259.2,3,12,SUCCESS,0
TR00006303,user_277,65b76c22@okhdfc,device_821,Android,10,BHIM,P2M,Swiggy,,4858.49,2025-10-11 23:07:56.492040,23,5,Location_2,1,30.1,3,6,SUCCESS,0
TR00001612,user_623,5432eeb1@yesbank,device_348,iOS,16,Amazon Pay,P2P,,b74129cd@okhdfc,4327.29,2025-08-13 18:43:56.492040,18,2,Location_5,1,180.36,1,6,SUCCESS,0
TR00009965,user_4334,q283@okaxis,device_7201,Android,12,Amazon Pay,Bill Payment,TATA Power,,6.71,2025-05-07 07:46:56.492040,7,2,Location_86,7,16.19,16,17,FAILURE,1
TR00004588,user_557,7f65f5e9@oksbi,device_7,Android,10,Amazon Pay,Bill Payment,Myntra,,1496.37,2025-07-23 22:57:56.492040,22,2,Location_5,1,241.9,0,9,SUCCESS,0
TR00008478,user_5316,t977@oksbi,device_7370,iOS,17,Paytm,P2M,BigBasket,,5.39,2025-10-16 23:37:56.492040,23,3,Location_65,5,28.42,9,15,SUCCESS,1
TR00002154,user_416,4443ab4d@okaxis,device_496,iOS,16,WhatsApp Pay,Bill Payment,Reliance Digital,,2623.89,2025-10-03 16:12:56.492040,16,4,Location_2,1,37.1,1,10,SUCCESS,0
TR00004399,user_169,f147475c@yesbank,device_187,Android,10,Amazon Pay,P2P,,b7ec934c@yesbank,729.15,2025-09-02 17:44:56.492040,17,1,Location_4,1,85.06,1,8,SUCCESS,0
TR00006600,user_444,f15d2ab0@yesbank,device_224,Android,12,Google Pay,Bill Payment,Myntra,,2186.64,2025-06-10 09:04:56.492040,9,1,Location_5,1,129.21,1,7,SUCCESS,0
TR00006669,user_709,eaa4b3f4@okicici,device_883,iOS,16,BHIM,E-commerce,Flipkart,,2243.74,2025-10-06 08:59:56.492040,8,0,Location_4,1,90.83,2,4,SUCCESS,0
TR00004932,user_8,21e3e8ec@yesbank,device_140,Android,12,WhatsApp Pay,P2P,,649a7dae@okicici,1599.21,2025-05-19 04:52:56.492040,4,0,Location_3,1,166.53,2,9,SUCCESS,0
TR00009506,user_90,y853@oksbi,device_8538,iOS,15,Google Pay,Recharge,Myntra,,39025.25,2025-10-15 07:17:56.492040,7,2,Location_23,4,269.3,0,4,SUCCESS,1
TR00002768,user_14,7f6ba237@okhdfc,device_401,iOS,17,Amazon Pay,Recharge,Zomato,,999.0,2025-07-30 23:08:56.492040,23,2,Location_5,1,274.11,0,9,SUCCESS,0
TR00000956,user_596,fcc085b2@okaxis,device_360,iOS,17,Google Pay,Recharge,Airtel,,199.0,2025-07-03 20:36:56.492040,20,3,Location_1,1,64.45,1,9,SUCCESS,0
TR00005881,user_478,9a6cf308@okaxis,device_808,Android,11,Paytm,E-commerce,BigBasket,,410.57,2025-05-26 20:19:56.492040,20,0,Location_4,1,210.79,2,5,SUCCESS,0
TR00008930,user_2268,o411@okhdfc,device_188,Android,14,Amazon Pay,Bill Payment,BigBasket,,10400.53,2025-07-10 11:24:56.492040,11,3,Location_28,1,27.98,0,0,SUCCESS,1
TR00000509,user_313,2094574b@okicici,device_566,Android,10,PhonePe,P2P,,e450ff68@oksbi,739.91,2025-09-02 09:41:56.492040,9,1,Location_2,1,270.15,1,6,SUCCESS,0
TR00004118,user_602,d3a8af26@oksbi,device_9,iOS,15,WhatsApp Pay,P2P,,eee74fa7@oksbi,1636.77,2025-05-22 20:36:56.492040,20,3,Location_1,1,201.98,3,5,SUCCESS,0
TR00009715,user_8329,h543@oksbi,device_5061,Android,12,BHIM,P2P,,v284@yesbank,2.75,2025-06-03 12:42:56.492040,12,1,Location_76,10,7.95,9,18,SUCCESS,1
TR00009423,user_1740,k920@okicici,device_99,Android,12,BHIM,P2P,,g591@okaxis,48221.83,2025-10-14 03:16:56.492040,3,1,Location_56,10,11.54,15,22,SUCCESS,1
TR00004955,user_650,9d10ddcc@okicici,device_997,iOS,17,Paytm,E-commerce,Airtel,,9977.48,2025-09-17 14:22:56.492040,14,2,Location_1,1,216.89,0,1,SUCCESS,0
TR00007574,user_566,8cd0b5f3@yesbank,device_972,iOS,16,Google Pay,Bill Payment,Amazon,,2396.67,2025-05-28 05:14:56.492040,5,2,Location_1,1,116.99,1,1,SUCCESS,0
TR00003722,user_335,6c8cb5c4@okaxis,device_940,Android,10,PhonePe,Recharge,BSES,,499.0,2025-07-26 20:51:56.492040,20,5,Location_5,1,91.1,0,4,SUCCESS,0
TR00008676,user_9253,i158@okicici,device_9181,iOS,16,Amazon Pay,Recharge,TATA Power,,8.18,2025-06-21 22:53:56.492040,22,5,Location_23,1,6.29,3,13,SUCCESS,1
TR00005894,user_448,fd74a504@yesbank,device_196,iOS,15,Amazon Pay,Recharge,Reliance Digital,,249.0,2025-08-03 07:14:56.492040,7,6,Location_2,1,140.24,0,10,FAILURE,0
TR00005114,user_605,3bc2f991@oksbi,device_679,iOS,16,BHIM,Bill Payment,Amazon,,2641.5,2025-06-28 05:28:56.492040,5,5,Location_4,1,271.97,1,7,SUCCESS,0
TR00006572,user_175,706d240a@okaxis,device_793,Android,14,WhatsApp Pay,P2P,,2bcbfe7e@okicici,937.79,2025-06-12 00:21:56.492040,0,3,Location_3,1,245.86,1,2,SUCCESS,0
TR00004354,user_175,706d240a@yesbank,device_771,iOS,17,Google Pay,P2P,,26a92807@okaxis,4882.75,2025-06-08 04:50:56.492040,4,6,Location_1,3,145.74,1,11,SUCCESS,0
TR00007607,user_189,13658fe1@yesbank,device_335,iOS,16,WhatsApp Pay,Recharge,Swiggy,,999.0,2025-05-17 08:38:56.492040,8,5,Location_1,1,235.87,3,8,SUCCESS,0
TR00000013,user_40,656378ad@okhdfc,device_979,iOS,17,Paytm,Recharge,Amazon,,199.0,2025-07-17 03:15:56.492040,3,3,Location_5,1,271.98,2,4,SUCCESS,0
TR00001825,user_126,689c5f9f@okaxis,device_64,Android,10,BHIM,P2P,,4edae54f@yesbank,2871.78,2025-05-26 19:41:56.492040,19,0,Location_4,1,41.1,3,13,SUCCESS,0
TR00009649,user_4379,r522@oksbi,device_7691,iOS,16,Amazon Pay,Recharge,Zomato,,49675.32,2025-05-04 07:29:56.492040,7,6,Location_61,1,14.22,3,3,SUCCESS,1
TR00008106,user_50,c198@oksbi,device_3739,Android,14,Google Pay,E-commerce,Jio,,18540.99,2025-07-28 11:29:56.492040,11,0,Location_47,4,255.19,7,14,SUCCESS,1
TR00006445,user_678,4389482a@yesbank,device_197,Android,14,BHIM,Recharge,BSES,,999.0,2025-07-19 13:49:56.492040,13,5,Location_2,1,86.9,2,5,SUCCESS,0
TR00003254,user_462,708f8474@okicici,device_879,iOS,16,WhatsApp Pay,E-commerce,Myntra,,8048.4,2025-07-31 18:11:56.492040,18,3,Location_2,1,135.6,1,10,SUCCESS,0
TR00000595,user_119,509a6834@okaxis,device_286,iOS,15,WhatsApp Pay,P2M,BSES,,7244.62,2025-09-13 14:02:56.492040,14,5,Location_5,1,230.44,1,2,SUCCESS,0
TR00006158,user_358,6061084d@okicici,device_597,Android,10,Paytm,Recharge,BigBasket,,499.0,2025-09-21 00:59:56.492040,0,6,Location_5,1,192.6,3,7,SUCCESS,0
